,Character-1,Character-2,Word_Trad,Word_Sim,Stroke-1,Stroke-2,C&B-Subtitle-raw-C1,C&B-Subtitle-raw-C2,C&B-Subtitle-raw-W,HD-1,HD-2,Num-neighbor-1,Num-neighbor-2
2841,正,数,正數,正数,5.0,15.0,57215.0,14754.0,5.0,5,0.0,0.0,0.0
2845,正,职,正職,正职,5.0,18.0,57215.0,8028.0,2.0,5,0.0,0.0,0.0
2847,正,体,正體,正体,5.0,23.0,57215.0,26590.0,2.0,5,0.0,0.0,0.0
2849,母,子,母子,母子,5.0,3.0,15556.0,177693.0,68.0,6,0.0,0.0,0.0
2852,母,系,母系,母系,5.0,7.0,15556.0,29334.0,3.0,6,0.0,0.0,0.0
2854,母,狗,母狗,母狗,5.0,8.0,15556.0,13978.0,,6,0.0,0.0,0.0
2856,母,爱,母愛,母爱,5.0,13.0,15556.0,65256.0,37.0,6,0.0,0.0,0.0
2857,母,语,母語,母语,5.0,14.0,15556.0,10813.0,32.0,6,0.0,0.0,0.0
2858,母,猪,母豬,母猪,5.0,15.0,15556.0,3020.0,11.0,6,0.0,0.0,0.0
2862,母,体,母體,母体,5.0,23.0,15556.0,26590.0,59.0,6,0.0,0.0,0.0
2866,民,用,民用,民用,5.0,5.0,9468.0,79299.0,41.0,4,0.0,0.0,0.0
2869,民,初,民初,民初,5.0,7.0,9468.0,3740.0,,4,0.0,0.0,0.0
2870,民,俗,民俗,民俗,5.0,9.0,9468.0,1194.0,8.0,4,0.0,0.0,0.0
2874,民,航,民航,民航,5.0,10.0,9468.0,3991.0,12.0,4,0.0,0.0,0.0
2878,民,众,民眾,民众,5.0,11.0,9468.0,7370.0,349.0,4,0.0,0.0,0.0
2879,民,间,民間,民间,5.0,12.0,9468.0,60047.0,103.0,4,0.0,0.0,0.0
2880,民,意,民意,民意,5.0,13.0,9468.0,103354.0,43.0,4,0.0,0.0,0.0
2882,民,愤,民憤,民愤,5.0,16.0,9468.0,1861.0,5.0,4,0.0,0.0,0.0
2883,民,办,民辦,民办,5.0,16.0,9468.0,28706.0,,4,0.0,0.0,0.0
2885,民,营,民營,民营,5.0,17.0,9468.0,4472.0,2.0,4,0.0,0.0,0.0
2887,民,权,民權,民权,5.0,22.0,9468.0,10283.0,62.0,4,0.0,0.0,0.0
2888,永,久,永久,永久,5.0,3.0,12756.0,15073.0,287.0,12,0.0,0.0,0.0
2890,永,生,永生,永生,5.0,5.0,12756.0,162725.0,208.0,12,0.0,0.0,0.0
2892,永,恒,永恆,永恒,5.0,9.0,12756.0,627.0,430.0,12,0.0,0.0,0.0
2895,永,远,永遠,永远,5.0,14.0,12756.0,21547.0,10036.0,12,0.0,0.0,0.0
2897,汁,液,汁液,汁液,5.0,11.0,1591.0,2872.0,17.0,11,0.0,0.0,0.0
2899,犯,上,犯上,犯上,5.0,3.0,17722.0,236451.0,10.0,6,0.0,0.0,0.0
2901,犯,戒,犯戒,犯戒,5.0,7.0,17722.0,4018.0,3.0,6,0.0,0.0,0.0
2904,犯,案,犯案,犯案,5.0,10.0,17722.0,23014.0,82.0,6,0.0,0.0,0.0
2907,犯,罪,犯罪,犯罪,5.0,13.0,17722.0,14242.0,3469.0,6,0.0,0.0,0.0
2911,玄,学,玄學,玄学,5.0,16.0,190.0,41964.0,5.0,4,0.0,0.0,0.0
2912,玄,机,玄機,玄机,5.0,16.0,190.0,48902.0,20.0,4,0.0,0.0,0.0
2915,玉,手,玉手,玉手,5.0,4.0,1240.0,75608.0,,42,0.0,0.0,0.0
2916,玉,石,玉石,玉石,5.0,5.0,1240.0,6896.0,18.0,42,0.0,0.0,0.0
2922,玉,钗,玉釵,玉钗,5.0,11.0,1240.0,,,42,0.0,0.0,0.0
2924,玉,器,玉器,玉器,5.0,16.0,1240.0,16613.0,1.0,42,0.0,0.0,0.0
2925,玉,雕,玉雕,玉雕,5.0,16.0,1240.0,858.0,,42,0.0,0.0,0.0
2926,玉,臂,玉臂,玉臂,5.0,17.0,1240.0,1487.0,,42,0.0,0.0,0.0
2934,瓜,菜,瓜菜,瓜菜,5.0,12.0,3315.0,4069.0,,6,0.0,0.0,0.0
2938,瓦,盆,瓦盆,瓦盆,5.0,9.0,3721.0,581.0,,1,0.0,0.0,0.0
2941,瓦,器,瓦器,瓦器,5.0,16.0,3721.0,16613.0,,1,0.0,0.0,0.0
2942,瓦,砾,瓦礫,瓦砾,5.0,20.0,3721.0,54.0,20.0,1,0.0,0.0,0.0
2943,甘,心,甘心,甘心,5.0,4.0,1213.0,83418.0,56.0,7,0.0,0.0,0.0
2945,甘,泉,甘泉,甘泉,5.0,9.0,1213.0,917.0,2.0,7,0.0,0.0,0.0
2947,甘,脆,甘脆,甘脆,5.0,10.0,1213.0,1437.0,,7,0.0,0.0,0.0
2949,甘,甜,甘甜,甘甜,5.0,11.0,1213.0,5726.0,19.0,7,0.0,0.0,0.0
2951,甘,薯,甘薯,甘薯,5.0,17.0,1213.0,771.0,10.0,7,0.0,0.0,0.0
2953,甘,露,甘露,甘露,5.0,21.0,1213.0,5762.0,28.0,7,0.0,0.0,0.0
2956,生,日,生日,生日,5.0,4.0,162725.0,23151.0,3800.0,6,0.0,0.0,0.0
2958,生,父,生父,生父,5.0,4.0,162725.0,22065.0,113.0,6,0.0,0.0,0.0
2962,生,字,生字,生字,5.0,6.0,162725.0,22743.0,,6,0.0,0.0,0.0
2964,生,成,生成,生成,5.0,6.0,162725.0,61348.0,61.0,6,0.0,0.0,0.0
2967,生,肖,生肖,生肖,5.0,7.0,162725.0,1137.0,3.0,6,0.0,0.0,0.0
2969,生,辰,生辰,生辰,5.0,7.0,162725.0,112.0,6.0,6,0.0,0.0,0.0
2972,生,怕,生怕,生怕,5.0,8.0,162725.0,17550.0,17.0,6,0.0,0.0,0.0
2974,生,物,生物,生物,5.0,8.0,162725.0,30079.0,1240.0,6,0.0,0.0,0.0
2977,生,活,生活,生活,5.0,9.0,162725.0,38236.0,15918.0,6,0.0,0.0,0.0
2982,生,财,生財,生财,5.0,10.0,162725.0,3305.0,7.0,6,0.0,0.0,0.0
2988,生,殖,生殖,生殖,5.0,12.0,162725.0,524.0,59.0,6,0.0,0.0,0.0
2991,生,意,生意,生意,5.0,13.0,162725.0,103354.0,3546.0,6,0.0,0.0,0.0
2997,生,涩,生澀,生涩,5.0,17.0,162725.0,124.0,2.0,6,0.0,0.0,0.0
3000,生,铁,生鐵,生铁,5.0,21.0,162725.0,3741.0,5.0,6,0.0,0.0,0.0
3002,用,力,用力,用力,5.0,2.0,79299.0,44859.0,255.0,2,0.0,0.0,0.0
3003,用,上,用上,用上,5.0,3.0,79299.0,236451.0,,2,0.0,0.0,0.0
3004,用,心,用心,用心,5.0,4.0,79299.0,83418.0,272.0,2,0.0,0.0,0.0
3005,用,户,用戶,用户,5.0,4.0,79299.0,5836.0,197.0,2,0.0,0.0,0.0
3007,用,光,用光,用光,5.0,6.0,79299.0,17286.0,,2,0.0,0.0,0.0
3008,用,刑,用刑,用刑,5.0,6.0,79299.0,2801.0,21.0,2,0.0,0.0,0.0
3009,用,地,用地,用地,5.0,6.0,79299.0,78129.0,6.0,2,0.0,0.0,0.0
3010,用,作,用作,用作,5.0,7.0,79299.0,68168.0,92.0,2,0.0,0.0,0.0
3014,用,具,用具,用具,5.0,8.0,79299.0,8138.0,89.0,2,0.0,0.0,0.0
3018,用,品,用品,用品,5.0,9.0,79299.0,14318.0,361.0,2,0.0,0.0,0.0
3020,用,情,用情,用情,5.0,11.0,79299.0,69279.0,,2,0.0,0.0,0.0
3022,用,毕,用畢,用毕,5.0,11.0,79299.0,4624.0,,2,0.0,0.0,0.0
3023,用,处,用處,用处,5.0,11.0,79299.0,28742.0,191.0,2,0.0,0.0,0.0
3024,用,途,用途,用途,5.0,11.0,79299.0,2728.0,138.0,2,0.0,0.0,0.0
3025,用,费,用費,用费,5.0,12.0,79299.0,12016.0,14.0,2,0.0,0.0,0.0
3028,用,语,用語,用语,5.0,14.0,79299.0,10813.0,69.0,2,0.0,0.0,0.0
3029,用,膳,用膳,用膳,5.0,16.0,79299.0,63.0,7.0,2,0.0,0.0,0.0
3031,甩,手,甩手,甩手,5.0,4.0,1719.0,75608.0,29.0,1,0.0,0.0,0.0
3033,甩,脱,甩脫,甩脱,5.0,11.0,1719.0,7945.0,,1,0.0,0.0,0.0
3037,田,径,田徑,田径,5.0,10.0,1819.0,1475.0,49.0,6,0.0,0.0,0.0
3038,田,租,田租,田租,5.0,10.0,1819.0,4187.0,,6,0.0,0.0,0.0
3039,田,产,田產,田产,5.0,11.0,1819.0,8264.0,1.0,6,0.0,0.0,0.0
3042,田,园,田園,田园,5.0,13.0,1819.0,5748.0,20.0,6,0.0,0.0,0.0
3046,田,边,田邊,田边,5.0,19.0,1819.0,30972.0,1.0,6,0.0,0.0,0.0
3050,由,衷,由衷,由衷,5.0,10.0,15733.0,662.0,63.0,8,0.0,0.0,0.0
3052,甲,级,甲級,甲级,5.0,10.0,2487.0,9893.0,5.0,5,0.0,0.0,0.0
3053,甲,壳,甲殼,甲壳,5.0,12.0,2487.0,1002.0,141.0,5,0.0,0.0,0.0
3055,甲,虫,甲蟲,甲虫,5.0,18.0,2487.0,3228.0,62.0,5,0.0,0.0,0.0
3056,申,令,申令,申令,5.0,5.0,2358.0,12327.0,,10,0.0,0.0,0.0
3059,申,冤,申冤,申冤,5.0,10.0,2358.0,322.0,3.0,10,0.0,0.0,0.0
3060,申,讨,申討,申讨,5.0,10.0,2358.0,10151.0,1.0,10,0.0,0.0,0.0
3061,申,报,申報,申报,5.0,12.0,2358.0,21904.0,43.0,10,0.0,0.0,0.0
3062,申,诉,申訴,申诉,5.0,12.0,2358.0,65753.0,73.0,10,0.0,0.0,0.0
3064,申,办,申辦,申办,5.0,16.0,2358.0,28706.0,,10,0.0,0.0,0.0
3066,白,人,白人,白人,5.0,2.0,41987.0,373292.0,1645.0,1,0.0,0.0,0.0
3072,白,色,白色,白色,5.0,6.0,41987.0,21624.0,880.0,1,0.0,0.0,0.0
3074,白,沫,白沫,白沫,5.0,8.0,41987.0,304.0,14.0,1,0.0,0.0,0.0
3075,白,金,白金,白金,5.0,8.0,41987.0,19210.0,144.0,1,0.0,0.0,0.0
3076,白,纸,白紙,白纸,5.0,10.0,41987.0,5221.0,26.0,1,0.0,0.0,0.0
3077,白,酒,白酒,白酒,5.0,10.0,41987.0,21171.0,43.0,1,0.0,0.0,0.0
3078,白,做,白做,白做,5.0,11.0,41987.0,136328.0,,1,0.0,0.0,0.0
3081,白,净,白淨,白净,5.0,11.0,41987.0,3065.0,4.0,1,0.0,0.0,0.0
3082,白,眼,白眼,白眼,5.0,11.0,41987.0,19247.0,51.0,1,0.0,0.0,0.0
3083,白,雪,白雪,白雪,5.0,11.0,41987.0,3731.0,28.0,1,0.0,0.0,0.0
3085,白,菜,白菜,白菜,5.0,12.0,41987.0,4069.0,26.0,1,0.0,0.0,0.0
3087,白,云,白雲,白云,5.0,12.0,41987.0,1609.0,25.0,1,0.0,0.0,0.0
3090,白,痴,白痴,白痴,5.0,13.0,41987.0,4061.0,3446.0,1,0.0,0.0,0.0
3091,白,皙,白皙,白皙,5.0,13.0,41987.0,9.0,,1,0.0,0.0,0.0
3092,白,话,白話,白话,5.0,13.0,41987.0,99879.0,14.0,1,0.0,0.0,0.0
3093,白,鼠,白鼠,白鼠,5.0,13.0,41987.0,2619.0,,1,0.0,0.0,0.0
3094,白,嫩,白嫩,白嫩,5.0,14.0,41987.0,349.0,5.0,1,0.0,0.0,0.0
3098,白,醋,白醋,白醋,5.0,15.0,41987.0,408.0,,1,0.0,0.0,0.0
3099,白,发,白髮,白发,5.0,15.0,41987.0,87630.0,21.0,1,0.0,0.0,0.0
3100,白,糖,白糖,白糖,5.0,16.0,41987.0,4066.0,18.0,1,0.0,0.0,0.0
3101,白,痴,白癡,白痴,5.0,19.0,41987.0,4061.0,3446.0,1,0.0,0.0,0.0
3103,白,鹤,白鶴,白鹤,5.0,21.0,41987.0,167.0,12.0,1,0.0,0.0,0.0
3106,皮,包,皮包,皮包,5.0,5.0,9160.0,13742.0,140.0,8,0.0,0.0,0.0
3110,皮,夹,皮夾,皮夹,5.0,7.0,9160.0,1900.0,85.0,8,0.0,0.0,0.0
3111,皮,炎,皮炎,皮炎,5.0,8.0,9160.0,825.0,10.0,8,0.0,0.0,0.0
3113,皮,疹,皮疹,皮疹,5.0,10.0,9160.0,354.0,77.0,8,0.0,0.0,0.0
3114,皮,脂,皮脂,皮脂,5.0,10.0,9160.0,694.0,,8,0.0,0.0,0.0
3121,皮,靴,皮靴,皮靴,5.0,13.0,9160.0,685.0,19.0,8,0.0,0.0,0.0
3122,皮,层,皮層,皮层,5.0,15.0,9160.0,3807.0,31.0,8,0.0,0.0,0.0
3124,皮,肤,皮膚,皮肤,5.0,15.0,9160.0,1874.0,1153.0,8,0.0,0.0,0.0
3125,皮,鞋,皮鞋,皮鞋,5.0,15.0,9160.0,4954.0,84.0,8,0.0,0.0,0.0
3127,皮,囊,皮囊,皮囊,5.0,22.0,9160.0,743.0,17.0,8,0.0,0.0,0.0
3129,目,的,目的,目的,5.0,8.0,22482.0,1762079.0,1835.0,12,0.0,0.0,0.0
3131,目,送,目送,目送,5.0,10.0,22482.0,17550.0,13.0,12,0.0,0.0,0.0
3134,目,录,目錄,目录,5.0,16.0,22482.0,11647.0,204.0,12,0.0,0.0,0.0
3137,矛,头,矛頭,矛头,5.0,16.0,752.0,49069.0,48.0,5,0.0,0.0,0.0
3140,石,子,石子,石子,5.0,3.0,6896.0,177693.0,26.0,10,0.0,0.0,0.0
3143,石,材,石材,石材,5.0,7.0,6896.0,2684.0,2.0,10,0.0,0.0,0.0
3144,石,刻,石刻,石刻,5.0,8.0,6896.0,9844.0,1.0,10,0.0,0.0,0.0
3146,石,油,石油,石油,5.0,8.0,6896.0,10553.0,505.0,10,0.0,0.0,0.0
3150,石,级,石級,石级,5.0,10.0,6896.0,9893.0,,10,0.0,0.0,0.0
3152,石,牌,石牌,石牌,5.0,12.0,6896.0,5872.0,,10,0.0,0.0,0.0
3154,石,块,石塊,石块,5.0,13.0,6896.0,11381.0,58.0,10,0.0,0.0,0.0
3161,石,墨,石墨,石墨,5.0,15.0,6896.0,3159.0,9.0,10,0.0,0.0,0.0
3165,石,桥,石橋,石桥,5.0,16.0,6896.0,1894.0,12.0,10,0.0,0.0,0.0
3168,石,头,石頭,石头,5.0,16.0,6896.0,49069.0,1405.0,10,0.0,0.0,0.0
3172,石,矿,石礦,石矿,5.0,20.0,6896.0,1010.0,,10,0.0,0.0,0.0
3177,示,众,示眾,示众,5.0,11.0,9413.0,7370.0,24.0,29,0.0,0.0,0.0
3178,示,意,示意,示意,5.0,13.0,9413.0,103354.0,56.0,29,0.0,0.0,0.0
3179,示,爱,示愛,示爱,5.0,13.0,9413.0,65256.0,,29,0.0,0.0,0.0
3183,穴,位,穴位,穴位,5.0,7.0,705.0,31427.0,14.0,3,0.0,0.0,0.0
3185,立,方,立方,立方,5.0,4.0,10194.0,52743.0,30.0,23,0.0,0.0,0.0
3190,立,志,立志,立志,5.0,7.0,10194.0,7203.0,16.0,23,0.0,0.0,0.0
3192,立,刻,立刻,立刻,5.0,8.0,10194.0,9844.0,1913.0,23,0.0,0.0,0.0
3194,立,法,立法,立法,5.0,8.0,10194.0,60750.0,91.0,23,0.0,0.0,0.0
3195,立,契,立契,立契,5.0,9.0,10194.0,828.0,,23,0.0,0.0,0.0
3198,立,时,立時,立时,5.0,10.0,10194.0,162611.0,11.0,23,0.0,0.0,0.0
3199,立,案,立案,立案,5.0,10.0,10194.0,23014.0,89.0,23,0.0,0.0,0.0
3200,立,国,立國,立国,5.0,11.0,10194.0,40712.0,9.0,23,0.0,0.0,0.0
3205,立,宪,立憲,立宪,5.0,16.0,10194.0,534.0,,23,0.0,0.0,0.0
3206,立,体,立體,立体,5.0,23.0,10194.0,26590.0,74.0,23,0.0,0.0,0.0
3208,丢,失,丟失,丢失,6.0,5.0,6145.0,28189.0,298.0,2,0.0,0.0,0.0
3216,交,友,交友,交友,6.0,4.0,19619.0,40149.0,72.0,14,0.0,0.0,0.0
3217,交,付,交付,交付,6.0,5.0,19619.0,10729.0,53.0,14,0.0,0.0,0.0
3218,交,代,交代,交代,6.0,5.0,19619.0,15142.0,192.0,14,0.0,0.0,0.0
3219,交,往,交往,交往,6.0,8.0,19619.0,11516.0,904.0,14,0.0,0.0,0.0
3220,交,易,交易,交易,6.0,8.0,19619.0,11949.0,2862.0,14,0.0,0.0,0.0
3222,交,流,交流,交流,6.0,9.0,19619.0,11946.0,980.0,14,0.0,0.0,0.0
3228,交,配,交配,交配,6.0,10.0,19619.0,5475.0,123.0,14,0.0,0.0,0.0
3230,交,接,交接,交接,6.0,11.0,19619.0,37114.0,53.0,14,0.0,0.0,0.0
3231,交,货,交貨,交货,6.0,11.0,19619.0,5929.0,67.0,14,0.0,0.0,0.0
3232,交,通,交通,交通,6.0,11.0,19619.0,26617.0,959.0,14,0.0,0.0,0.0
3233,交,恶,交惡,交恶,6.0,12.0,19619.0,12445.0,,14,0.0,0.0,0.0
3235,交,替,交替,交替,6.0,12.0,19619.0,5759.0,37.0,14,0.0,0.0,0.0
3236,交,税,交稅,交税,6.0,12.0,19619.0,1301.0,,14,0.0,0.0,0.0
3238,交,游,交遊,交游,6.0,13.0,19619.0,12371.0,8.0,14,0.0,0.0,0.0
3240,交,谊,交誼,交谊,6.0,15.0,19619.0,944.0,6.0,14,0.0,0.0,0.0
3241,交,谈,交談,交谈,6.0,15.0,19619.0,35703.0,685.0,14,0.0,0.0,0.0
3243,交,错,交錯,交错,6.0,16.0,19619.0,63231.0,34.0,14,0.0,0.0,0.0
3244,交,还,交還,交还,6.0,17.0,19619.0,192389.0,67.0,14,0.0,0.0,0.0
3245,交,织,交織,交织,6.0,18.0,19619.0,4022.0,35.0,14,0.0,0.0,0.0
3246,交,欢,交歡,交欢,6.0,22.0,19619.0,57817.0,,14,0.0,0.0,0.0
3247,亥,时,亥時,亥时,6.0,10.0,215.0,162611.0,,5,0.0,0.0,0.0
3248,仰,天,仰天,仰天,6.0,4.0,1904.0,127053.0,4.0,4,0.0,0.0,0.0
3249,仰,求,仰求,仰求,6.0,7.0,1904.0,22773.0,,4,0.0,0.0,0.0
3252,仰,视,仰視,仰视,6.0,11.0,1904.0,15581.0,8.0,4,0.0,0.0,0.0
3255,仲,春,仲春,仲春,6.0,9.0,116.0,2060.0,2.0,2,0.0,0.0,0.0
3257,仲,裁,仲裁,仲裁,6.0,12.0,116.0,1972.0,42.0,2,0.0,0.0,0.0
3260,任,用,任用,任用,6.0,5.0,34349.0,79299.0,3.0,6,0.0,0.0,0.0
3261,任,何,任何,任何,6.0,7.0,34349.0,37987.0,14918.0,6,0.0,0.0,0.0
3262,任,免,任免,任免,6.0,7.0,34349.0,6707.0,,6,0.0,0.0,0.0
3264,任,性,任性,任性,6.0,8.0,34349.0,28102.0,92.0,6,0.0,0.0,0.0
3265,任,务,任務,任务,6.0,11.0,34349.0,13515.0,4929.0,6,0.0,0.0,0.0
3266,任,教,任教,任教,6.0,11.0,34349.0,21768.0,20.0,6,0.0,0.0,0.0
3268,任,意,任意,任意,6.0,13.0,34349.0,103354.0,177.0,6,0.0,0.0,0.0
3269,任,凭,任憑,任凭,6.0,16.0,34349.0,1820.0,30.0,6,0.0,0.0,0.0
3270,任,职,任職,任职,6.0,18.0,34349.0,8028.0,77.0,6,0.0,0.0,0.0
3271,份,子,份子,份子,6.0,3.0,14754.0,177693.0,317.0,6,0.0,0.0,0.0
3275,仿,效,仿效,仿效,6.0,10.0,1499.0,5768.0,8.0,3,0.0,0.0,0.0
3276,仿,造,仿造,仿造,6.0,11.0,1499.0,11461.0,19.0,3,0.0,0.0,0.0
3277,仿,效,仿傚,仿效,6.0,12.0,1499.0,5768.0,8.0,3,0.0,0.0,0.0
3278,仿,照,仿照,仿照,6.0,13.0,1499.0,24253.0,9.0,3,0.0,0.0,0.0
3282,企,划,企劃,企划,6.0,14.0,1401.0,11871.0,,13,0.0,0.0,0.0
3283,企,图,企圖,企图,6.0,14.0,1401.0,10910.0,576.0,13,0.0,0.0,0.0
3285,企,鹅,企鵝,企鹅,6.0,18.0,1401.0,711.0,246.0,13,0.0,0.0,0.0
3288,伎,俩,伎倆,伎俩,6.0,10.0,242.0,9242.0,146.0,24,0.0,0.0,0.0
3291,伏,法,伏法,伏法,6.0,8.0,1434.0,60750.0,21.0,17,0.0,0.0,0.0
3293,伏,笔,伏筆,伏笔,6.0,12.0,1434.0,5687.0,1.0,17,0.0,0.0,0.0
3295,伐,木,伐木,伐木,6.0,4.0,340.0,4924.0,61.0,3,0.0,0.0,0.0
3296,伐,树,伐樹,伐树,6.0,16.0,340.0,4925.0,,3,0.0,0.0,0.0
3297,休,止,休止,休止,6.0,4.0,8504.0,14732.0,67.0,5,0.0,0.0,0.0
3298,休,克,休克,休克,6.0,7.0,8504.0,53663.0,126.0,5,0.0,0.0,0.0
3301,休,息,休息,休息,6.0,10.0,8504.0,19106.0,4075.0,5,0.0,0.0,0.0
3302,休,书,休書,休书,6.0,10.0,8504.0,13360.0,,5,0.0,0.0,0.0
3303,休,假,休假,休假,6.0,11.0,8504.0,12808.0,371.0,5,0.0,0.0,0.0
3305,休,想,休想,休想,6.0,13.0,8504.0,247453.0,242.0,5,0.0,0.0,0.0
3306,休,会,休會,休会,6.0,13.0,8504.0,321488.0,24.0,5,0.0,0.0,0.0
3307,休,业,休業,休业,6.0,13.0,8504.0,13928.0,3.0,5,0.0,0.0,0.0
3308,休,养,休養,休养,6.0,15.0,8504.0,7312.0,48.0,5,0.0,0.0,0.0
3310,休,憩,休憩,休憩,6.0,16.0,8504.0,33.0,5.0,5,0.0,0.0,0.0
3311,休,战,休戰,休战,6.0,16.0,8504.0,18511.0,72.0,5,0.0,0.0,0.0
3313,伙,伴,伙伴,伙伴,6.0,7.0,37637.0,4854.0,1200.0,3,0.0,0.0,0.0
3314,伙,计,伙計,伙计,6.0,9.0,37637.0,34589.0,15063.0,3,0.0,0.0,0.0
3316,伙,头,伙頭,伙头,6.0,16.0,37637.0,49069.0,,3,0.0,0.0,0.0
3317,兆,头,兆頭,兆头,6.0,16.0,718.0,49069.0,116.0,7,0.0,0.0,0.0
3318,凶,手,兇手,凶手,6.0,4.0,6967.0,75608.0,4064.0,4,0.0,0.0,0.0
3319,凶,犯,兇犯,凶犯,6.0,5.0,6967.0,17722.0,16.0,4,0.0,0.0,0.0
3324,凶,猛,兇猛,凶猛,6.0,11.0,6967.0,1386.0,79.0,4,0.0,0.0,0.0
3325,凶,恶,兇惡,凶恶,6.0,12.0,6967.0,12445.0,51.0,4,0.0,0.0,0.0
3329,先,人,先人,先人,6.0,2.0,71253.0,373292.0,22.0,6,0.0,0.0,0.0
3330,先,天,先天,先天,6.0,4.0,71253.0,127053.0,31.0,6,0.0,0.0,0.0
3331,先,父,先父,先父,6.0,4.0,71253.0,22065.0,10.0,6,0.0,0.0,0.0
3332,先,王,先王,先王,6.0,4.0,71253.0,9733.0,,6,0.0,0.0,0.0
3333,先,生,先生,先生,6.0,5.0,71253.0,162725.0,46864.0,6,0.0,0.0,0.0
3334,先,兆,先兆,先兆,6.0,6.0,71253.0,718.0,20.0,6,0.0,0.0,0.0
3337,先,知,先知,先知,6.0,8.0,71253.0,211542.0,345.0,6,0.0,0.0,0.0
3340,先,哲,先哲,先哲,6.0,10.0,71253.0,887.0,,6,0.0,0.0,0.0
3343,先,朝,先朝,先朝,6.0,12.0,71253.0,3629.0,,6,0.0,0.0,0.0
3345,先,贤,先賢,先贤,6.0,15.0,71253.0,593.0,,6,0.0,0.0,0.0
3346,先,辈,先輩,先辈,6.0,15.0,71253.0,3145.0,41.0,6,0.0,0.0,0.0
3347,先,锋,先鋒,先锋,6.0,15.0,71253.0,838.0,64.0,6,0.0,0.0,0.0
3348,先,导,先導,先导,6.0,16.0,71253.0,7275.0,2.0,6,0.0,0.0,0.0
3350,先,驱,先驅,先驱,6.0,21.0,71253.0,1081.0,57.0,6,0.0,0.0,0.0
3352,光,年,光年,光年,6.0,6.0,17286.0,54824.0,89.0,2,0.0,0.0,0.0
3354,光,秃,光禿,光秃,6.0,7.0,17286.0,446.0,,2,0.0,0.0,0.0
3358,光,亮,光亮,光亮,6.0,9.0,17286.0,14157.0,80.0,2,0.0,0.0,0.0
3364,光,阴,光陰,光阴,6.0,11.0,17286.0,3255.0,56.0,2,0.0,0.0,0.0
3365,光,复,光復,光复,6.0,12.0,17286.0,13041.0,6.0,2,0.0,0.0,0.0
3366,光,景,光景,光景,6.0,12.0,17286.0,3764.0,18.0,2,0.0,0.0,0.0
3367,光,棍,光棍,光棍,6.0,12.0,17286.0,1366.0,25.0,2,0.0,0.0,0.0
3368,光,源,光源,光源,6.0,13.0,17286.0,3568.0,34.0,2,0.0,0.0,0.0
3371,光,影,光影,光影,6.0,15.0,17286.0,16924.0,12.0,2,0.0,0.0,0.0
3375,光,泽,光澤,光泽,6.0,16.0,17286.0,1733.0,52.0,2,0.0,0.0,0.0
3377,光,环,光環,光环,6.0,17.0,17286.0,4848.0,67.0,2,0.0,0.0,0.0
3379,光,鲜,光鮮,光鲜,6.0,17.0,17286.0,2860.0,8.0,2,0.0,0.0,0.0
3380,光,谱,光譜,光谱,6.0,19.0,17286.0,890.0,38.0,2,0.0,0.0,0.0
3381,光,顾,光顧,光顾,6.0,21.0,17286.0,8298.0,117.0,2,0.0,0.0,0.0
3382,光,纤,光纖,光纤,6.0,23.0,17286.0,467.0,23.0,2,0.0,0.0,0.0
3383,全,人,全人,全人,6.0,2.0,47545.0,373292.0,,9,0.0,0.0,0.0
3386,全,文,全文,全文,6.0,4.0,47545.0,14196.0,7.0,9,0.0,0.0,0.0
3389,全,身,全身,全身,6.0,7.0,47545.0,38760.0,737.0,9,0.0,0.0,0.0
3390,全,长,全長,全长,6.0,8.0,47545.0,42596.0,9.0,9,0.0,0.0,0.0
3393,全,神,全神,全神,6.0,10.0,47545.0,22077.0,,9,0.0,0.0,0.0
3397,全,票,全票,全票,6.0,11.0,47545.0,12689.0,27.0,9,0.0,0.0,0.0
3398,全,速,全速,全速,6.0,11.0,47545.0,6275.0,131.0,9,0.0,0.0,0.0
3399,全,部,全部,全部,6.0,11.0,47545.0,34796.0,3635.0,9,0.0,0.0,0.0
3400,全,都,全都,全都,6.0,11.0,47545.0,180587.0,1600.0,9,0.0,0.0,0.0
3401,全,景,全景,全景,6.0,12.0,47545.0,3764.0,19.0,9,0.0,0.0,0.0
3402,全,程,全程,全程,6.0,12.0,47545.0,10184.0,119.0,9,0.0,0.0,0.0
3408,全,权,全權,全权,6.0,22.0,47545.0,10283.0,94.0,9,0.0,0.0,0.0
3412,共,生,共生,共生,6.0,5.0,7769.0,162725.0,13.0,2,0.0,0.0,0.0
3413,共,同,共同,共同,6.0,6.0,7769.0,42995.0,949.0,2,0.0,0.0,0.0
3414,共,存,共存,共存,6.0,6.0,7769.0,9155.0,49.0,2,0.0,0.0,0.0
3415,共,有,共有,共有,6.0,6.0,7769.0,533631.0,137.0,2,0.0,0.0,0.0
3417,共,享,共享,共享,6.0,8.0,7769.0,5485.0,237.0,2,0.0,0.0,0.0
3419,共,居,共居,共居,6.0,8.0,7769.0,7197.0,,2,0.0,0.0,0.0
3420,共,度,共度,共度,6.0,9.0,7769.0,17384.0,398.0,2,0.0,0.0,0.0
3421,共,产,共產,共产,6.0,11.0,7769.0,8264.0,,2,0.0,0.0,0.0
3424,共,鸣,共鳴,共鸣,6.0,14.0,7769.0,548.0,119.0,2,0.0,0.0,0.0
